review,sentiment
"I watched this movie last night and was a bit disappointed. A lot of the ""time facts"" were off. At the beginning of the movie, the grandfather made a comment to this grandson and his friends about how they felt when 9-11 hit. This movie was supposed to be taking place in 1994. Also, one of the grandsons friends was wearing an Eagles Donovan McNabb jersey. He hadn't even been drafted as of yet. The story line was good but the facts and actuality of the time frame was so far off base that it made the movie seem cheesy. My boyfriend is an avid reader of WWII books and memorabilia. I rented this movie hoping that it would be good. The acting was so-so. The dog was cute. But the way that this movie was carried out made me glad that I only paid 4 dollars to rent it as opposed to the 50 it would have taken me to watch it in a theater. I hope that who ever reads this understands that I mean no discontent to those who fought the war but the facts and time frame should have been a little more closely monitored.",negative
"This film is mediocre at best. Angie Harmon is as funny as a bag of hammers. Her bitchy demeanor from ""Law and Order"" carries over in a failed attempt at comedy. Charlie Sheen is the only one to come out unscathed in this horrible anti-comedy. The only positive thing to come out of this mess is Charlie and Denise's marriage. Hopefully that effort produces better results.",negative
"To quote the film, ""It's better not to know. Better still to forget. Best of all to be abandoned."" Oh, the irony.<br /><br />A ghost story with all the technical refinements of a Hollywood horror film, but horrifyingly bad dialogue after the first quarter of the film, and you feel like you're being preached to from the start.<br /><br />It's as if the writers' cumulative character dialogue can be summed up by bad cop TV and a Jerry Springer show. Fitting, maybe, for a film like The Hitcher, not a Russia-set horror film. The result is that a potentially great setting and some potentially great gore scenes go to waste and become just silly, not scary or meaningful.",negative
"This is what used to be called a ""women's picture"" and later a ""chick's flick"" when times and movies got more juvenile. The plot is just soap opera for women and will only appeal to those types. The only appeal for most guys is if they wanna see a too rail-thin Mary Tyler Moore in leotards. (If you're of a certain age, like me, that might still be enough to give it a look.) Otherwise MTM gives another of her typical by-the-numbers performances that she's been giving since the early 70s when she took it to heart that she was America's Sweetheart. Christine Lathi gives another of those abrasive and unpleasant performances that seem a real part of her as a person and probably only appeal to those of that type. (Sorry, but it seems true.) Ted Danson is too young as MTM's husband and usually gives off a slightly creepy appeal unless he has an acting partner who can soften it. And it doesn't happen here. Allan Burns wrote & directed and probably got it all through because he worked with Mary before, wrote it as a project for her, and she had the juice at this point to get it made. There seems no other purpose to it.",negative
"Greetings from Lithuania.<br /><br />This is the first question that comes to head after watching this ""movie"". <br /><br />You know, I saw a lot of bad movies in my life, but after watching this one, i only had two questions: 1) Is this was just a parody (spoof) <br /><br />2) How could people create such a thing!? <br /><br />If You never saw this ""film"", than you REALLY don't know what is a REALLY bad ""film"". I mean BAD. The script - Are you kidding my? Acting is so horrible that i thing ""the actors"" where just having fun in this movie. I know, this is ""B"" movie, but come on?? Is this have to be a reason to be such a garbage?? <br /><br />Oh! And what an ending!!! A must miss ending! Just when you thing that this is the worst thing you have ever saw, wait until the ending - because THAT kind of ending You have NEVER saw before (and I hope You will never see). <br /><br />Awoid this ""movie"" at any cost, and don't say i didn't warn you...",negative
"I've waited a long time to see DR TARR'S TORTURE DUNGEON and after I watched it, I was really disappointed by it. It's not the Baroque film I expected it to be. The trailer (which I saw on a Something Weird DVD) is much better than the entire film, which is remarkably forgettable. There are almost no stand out scenes in it and the look and feel is interesting but it doesn't even come close to other Baroque styled movies out there, from Fellini or Jodorowsky. The characters are dull and there's almost nothing dramatic going on, even though we see rape, crucifixion, insanity, etc.<br /><br />The main problem with DR TARR'S TORTURE DUNGEON was the fact that it was a talk-a-thon more than anything else. It was almost like watching a book. I just wanted the film to have moments of silence or mood or something, instead we see/listen to the main characters chit-chat endlessly about dull stuff.<br /><br />A missed opportunity.",negative
"This glorified discovery channel documentary, part biblical study, part treasure hunt, all misappropriated, might have sat well in it's television origins but falls flat as a feature film. Right from first glance of it's cheesy looking cover art, one may cast doubts upon the integrity behind this serious subject, shown on front case relegating the search for Jesus's tomb to a generic action font that looks more National Treasure or Tomb Raider then any informed debate and examination of the historical burial site should. Such is the underhanded way in which the entire proceedings revolve.<br /><br />More curious child then worthy researcher, Simcha Jacobovici's explorations come across as self-indulgent while his research comes across as manipulative. For all the fascinating revelations this filmmaker tries to impart on his viewers through supposed evidence, a flood of repetitious statements reiterating the same research and findings over and over proves The Lost Tomb of Jesus has very little information to back up the bloated, albeit entrancing claims. What this amounts to is a very frustrating attempt to beat the audience over the head with the same small factual evidence in support of this tomb's authenticity, which ironically detracts from it. While tirelessly linking together many of these mini-coffins found together to support the Jesus of Nazareth theory, this research forsakes a well-rounded approach to continuously pursue this romanticized archeologist's singular obsession. There may be some impressive factual data which helps shed some light on many traditional dogmatic Christian-held beliefs, but essentially the shady nature of this project made it come across as merely an exploitation piece, financed at a time when The Da Vinci Code was all the rage.<br /><br />In the end, the cheesy cover art was right. Despite my appreciation for documentary form, The Lost Tomb of Jesus takes an always interesting topic and turns it into overlong and unvaried geriatric adventure hunt, substituting any relevance and sacredness for the uninspired motivations behind this team. By the time these tomb raiders have finished their explorations, reluctantly having to stop research because of social demands, viewers are left with the sense the director was insistent on forging this mystery whether it was there to begin with or not. There are a few genuinely potent moments where the halls of history come marching through this documentary in unassuming ways, but all the decoding, exploring, and theorizing in the world still left this misguided vanity piece in an uneasy void of apathetic response.",negative
"This is not a commentary on the actual movie, but on the RUSCICO DVD release for North America. I don't know if there have been different releases and updates, but the disks we rented had a 2000 copyright on them, if that means anything. Anyway, the sound mixing on these DVD's was absolutely horrible. The levels often yo-yo-ed up and down; when the scene cut to a battlefield panorama, the orchestral track would thunder so loudly that I didn't know which would blow out first -- my eardrums or my speakers. When it was time for dialog, the volume would usually drop to something barely audible. Occasionally, the orchestra and Foley-work would stay loud while the dialog was superimposed at a much lesser level. My wife and I found that the only way we could watch this movie at all from these DVD's was if one of us kept a hand on the remote to continuously modulate the volume. And, like another user has already commented, when we selected English audio the dialog kept switching back and forth between Russian and English; and occasionally when the characters spoke in French on the native track the dubbing was in Russian, so you're SOL if you understand neither. Ultimately, we gave up watching after the first disk. Before you fork out $50+ for this movie on DVD for your own library, I'd heartily recommend getting your hands on a rental copy to see whether you can really enjoy this epic flick when burdened by such bad sound, particularly if you've never read the book and really want to understand the storyline.",negative
"This rather formulaic swords and flying fists movie is a decent early display of John Woo's talents. The cinematography is excellent and some of the sword work is truly remarkable. Unfortunately the film labours under the burden of a dull story and a glaringly low budget (check some of the setbound fight scenes if you doubt me). Nonetheless, it's worth seeing, especially if you can catch in letterboxed.",negative
"At the rate these movies are ploughing through the artifacts from the Amityville house it won't be long before we get down to the floorboards, but for now it's a mirror that's causing problems for more cardboard characters in this sixth entry in the series. A homeless man hands it over to artist hairdo Ross Partridge, who then has strange visions and discovers some unpleasant revelations about his past. This mundane horror trundles along at a dull pace, leaving us waiting for a build up that never comes as the various 'spooky' goings-on lead to a dumb finale. Bland and lifeless, with ropey acting and Partridge's huge hair not helping matters.",negative
"A little girl's dead body is found stripped of all possible means of identification. When it is discovered that one leg is longer than the other, it is assumed to be the body of a couple's missing daughter. After this trauma, the couple separates and the mother becomes addicted to tranquilizers and leads a miserable existence. All of this changes when one day, many years later, she receives a phone call from her daughter! With the help of an ex-cop and a reporter, she sets out on a journey to determine if her daughter is indeed alive. ""Los Sin Nombre"" is a mess plot-wise, moves at an achingly slow pace, and is completely unscary. The saving grace is Emma Vilarasau, who does an outstanding job as the desperate mother. The best part of the movie is the ending, but I'm not sure it is worth enduring the rest of the film. Beware of the English subtitles on the recent R1 release--they aren't very accurate.",negative
"Actually there was nothing funny about this monstrosity at all!! This movie was a complete abomination. The absurdities in this movie almost made me want to vomit!! I think that the people responsible for this movie took advantage of their viewing audience. They took a relatively decent series of movies (I did say decent, NOT GOOD!!) and totally trashed it by trying to put money in their pockets. The making of Airplane! was a way for Hollywood to make up for this crappy flick. The worst part about it is that either nobody in 1979 realized the asinine events of the movie (such as Concorde's door popping off at some ungodly high altitude or Patroni shooting a flair gun out the window at Mach 2 to avoid a NUCLEAR WARHEAD!?!?!?....what were they thinking???)were totally unrealistic or they just didn't care! I think that it is the latter of the two. The writers and director of this ""film"", if you want to call it that, really tried to suck the Airport dynasty dry with this crap!",negative
"I was a fan of Buffy and hoped it would come to a proper end when Angel got only one more season. But when the end came closer I was exited to see that. And what did we get? This episode called ""NOT FADE AWAY"" was the very last one.<br /><br />I was so disappointed by this episode. This is absolutely the worst way to this series. Why couldn't it get a happy ending? Why did have a few of the main characters to die? Why did Angel not become a human and was reunited with Buffy again? No. Angel has to sign this bloddy piece of paper that he'll never become a human. How stupid.<br /><br />And the end is a cliffhanger.<br /><br />What could have been worse? The Buffyshow began so great, such as Angel, but the hole Universe ended so crappy. Somebody should put a spell on the man who wrote the screenplay to this episode and make sure he get's lost in hell.<br /><br />So don't bother watching this, it's so bad, it hurts! Totally 1 out of 10.",negative
"""The Hazing"" is one of them films I always wanted to see solely based on the illustrated cover image here on IMDb. Yes, that's how shallow I am! I don't care if ten million people call it a crap movie, the poster looks awesome so I guess I'll just have to see it  Now, ""The Hazing"" can somewhat be described like its alternate title: curious! The poster and title make it sound like a genuine horror movie set on campus and dealing with sinister initiation rites, but this movie is actually more of a crossbreed between comedy and thriller. First of all, there's something very wrong with the tagline on the old VHS box I watched. It says: He had good grades, a good girl and good buddies  until they put him through the Hazing"". That's not the case, actually. Protagonist Gilbert Lewis is finally accepted by an acclaimed campus through an athletics scholarship. It takes over half the movie before we even hear about his girlfriend back home and the only ""buddy"" he has is a very nerdy Charles Martin Smith (still with hair in this film). Both of them are approached to become members of the prestigious ""Delts"" fraternity, but during their hazing exam  in which they have to descend a mountain dressed in their tidy white undies  Barney falls off a cliff and breaks his leg. When Lewis returns with the other frat boys, Barney froze to death already. Together they intended to keep the body frozen for five days and then claim he never returned from a weekend ski-trip. With Barney's body hidden in the cafeteria freezer, Lewis has to cover for him so that Barney's absence doesn't look suspicious. The set-up of ""The Hazing"" is quite original and potentially innovative, but the problem here is that the execution could easily have been a lot better. The tone is too steady and too serious for a comedy movie, even a black one, but on the other hand there aren't any proper attempts to build up suspense or thrills, neither. The soundtrack is cheerful and full of light-headed tunes, but that's nearly not enough to make this film a comedy. Around an hour into the film, the plot also runs out of steam and idea, and the makers have no better alternative to fill up the emptiness with romantic compilations of Lewis and his outer town girlfriend biking through the countryside. I didn't like the final twist, because it's quite implausible and because it has been done numerous times before and after (though admittedly after). ""The Hazing"" is not a complete waste of time, but still I'm glad I found an ex-rental tape at a friend's house instead of having to spend any money on the recently released DVD.",negative
"OK the box look interesting, the opening have great music and its kinda original, to that its all OK. But when the movie start...well its not my first videoville movie, i watched Ghost Lake, and its very similar of this movie except its ever worse here. The story at first sounded interesting but the whole movie look like a movie shot by a bunch of university student, with specials effect that me laugh, the blood look like a mix of red and white paint, the fire effect on the demon face look like it was done with a program i could buy at my local computer shop. All the movie is shot in day(very great for a movie supposed to be horror) and there like no gore(1 scene only and it look so home-made and not credible) and near no blood(it can be considered a great thing considering the look of the blood show) and 1 demon for the whole movie. The story is going nowhere , it give you the impression that it never start, there so much useless scene done only to give the movie the average duration time(when the demon search the guy in the dogs thing for about 4 minutes...) Way too much slow-mo things. Well lets just say this movie is a Z-series one and a very poor one. All cool idea lost themselves and you get a cheesy movie. It bored my all long and I'm not the guy who get bored very easily with horror movie, man i even like house of the dead and alone in the dark from Uwe Boll and you probably know the name for being one of the worst director but here it look too much like some guys wanting to make a movie for fun. Plus for us french speaker(tough i understand English i prefer to watch movie in my native language) there the usual videoville bad translation. In normal movie you can barely see its not the actor speaking(you have to check on lips etc) here you just have to listen to it and you know it. Very cheesy",negative
"I saw the episode about living on minimum wage. It went as far as an Oprah Winfrey's appearance for the said episode. It's bad enough people struggle making ends meet week to week. Then having this hypocrite exploiting the problem. I didn't appreciate the constant complaining from him or his significant other, throughout. Queston is how any people have the power to pay their medical bills from the ER? sure he shows that the bill is high, but he paid the remaining balance(from his own pocket) after-wards from his ""harrowing"" experience. How many poor people have that type of privilege after 30 days to pay off their bills. Instead they are starving and ""robbing Peter to pay Paul"". Complaining throughout the episode isn't a humbling thing for him. The movie and restaurant scene is appalling. Another privilege he has that poor people don't.",negative
"This movie rips off of every mobster/gangster film ever made. MP Da Last Don has a reference to every movie. The acting was by far the worst i have every seen. Who the hell is John Mario anyway? His acting was by far the worst I have ever seen. He makes bad actors look good. As far as Master P goes, he's selling out quicker than an N*sync concert. I really wish I was there to tell the whole production company: WHAT THE HELL WERE YOU THINKING WHEN PENNING THE SCRIPT?"" Obviously these people are so fixated on the gangster image that they decided to make a movie and live out their gangster lives for real in their minds. One thing I do know is that there wasn't anyone who wanted to distribute this film so it seems (and how predictable) that the guys at NO LIMIT had to start; NO LIMIT FILMS. I've said enough! This movie is terrible and it does not deserve to be called a movie!",negative
"I'm all for a ""bad"" horror movie but this was just a pile of dog sh!t! How anyone can call this movie cool or decent is beyond me. If you like rushed editing to cover the special effects, bad acting and a bad script then go for it! There was no suspense whatsoever and the gore factor was laughable because it was so fake. I'll take Hostel or Wolf Creek over this pile any day. My partner gave up after about 20 minutes, she knows a stinker when she sees one. I on the other hand stupidly sat through the whole movie just to wait and see if it got any better. No such luck! I haven't sen his other movie Torched and I doubt if I'll bother now.",negative
"I wasn't sure how to rate this movie, since it was so bad it was actually very funny. I'm not a Gackt fan by any means, though he is talented, despite the weird pseudonym that sounds like a cat coughing up a hairball. I always thought Hyde was talented though, Faith is an interesting album.<br /><br />But on topic here folks. This movie is ridiculous. It's so over the top and nonsensical it's almost like a parody of supernatural action films.<br /><br />The movie has almost no plot here, except it's just about vampires with gangster friends. In a way, this film almost reminded me of Spider-Man 3, with how there were too many ideas, which resulted in not enough time to pay attention on one of them.<br /><br />The action scenes were laughable. Quickly edited, almost hard to understand, with choreography that's so laughably bad. Though Hyde looked very stylish during the action scenes, but that's this film's only such redemption. I'm a sucker for good action movies, but the action was horribly done. Though the final shootout was OK and the highlight of this otherwise depressing movie.<br /><br />It keeps jumping between genres, not a good thing. It wants to be a drama, or an action flick, or a horror, or a romance... what the hell.<br /><br />If this review is making you mad, why? Is it because Gackt and Hyde are your love? Don't fool yourself, this MOVIE IS BAD.",negative
"The horror. The film about the Nazis - the Germans. The murderers of babies, young girls rapists ... For that they regret? What are they interested in doing thousands of miles away from Germany? You do not come to mind is? Fascists are now good Samaritans? Think, killed, tortured, 27 million people. No, of course, they do not want. They were forced to Hitler, he gave each of them, and forced to kill: every fourth inhabitant of Belarus peace, all Jews, Gypsies ... Killing the Slavs. The facts: At the beginning of the Great Patriotic War, when taken prisoner by fascist (German), they were defiant and brazen. We kill you all, and so on. Since 1943, when they were taken captive, they suddenly became anti-fascists and peaceful peasants who were forced to Hitler, and personally. For such films should be put to prison for life for the glorification of fascism. <br /><br />If you want to see what they did, yet went to Stalingrad, then watch the movie ""Come and see"" (1985).",negative
"This movie start quite gruesomely with a female being bound and psychologically tortured. There's male full frontal nudity, dead animal parts, dogs licking nipples, the female loosing control of her bladder. All shot in a gray cold color. Effective, but a little too much. We then move on to seeing the BTK killer's youth as well as the present and his history of crimes. The tension is entirely psychological and the scenes of the killer entering the homes of his victims and talking to them lasts for quite a long time and it's creepy. Here we don't see fancy or good imagery, it looks as if shot with your home camera. It doesn't look horrifying, but in a way seeing a criminal engage his victims for quite some time before killing them is quite unusual and chilling. What this movie doesn't have is any drama, really. There are some cop scenes every once in a while, but there's no excitement in terms of them finding the killer. There isn't much of an arc to this story. This could have been an effective psychological thriller, a study of madness. Unfortunately, the movie is filled with real slaughterhouse footage. It's dispersed throughout the movie and comes on suddenly again and again. Sometimes you don't know it's coming and don't have enough time to look away. And that I have to reject. I'm all for low budget horror movies but I don't tolerate animal suffering. It was unnecessary, excessive, and comes without warning. I'm glad that Lionsgate releases stuff that no one else does, but they should have passed on this movie or edited out the animal gore. Stay away from this garbage.",negative
"A lot of Alistair MacLean's books have made it onto the big screen. Some of them (The Guns Of Navarone, Fear Is The Key, Where Eagles Dare) have been translated rather well; some (Breakheart Pass, Ice Station Zebra, The Secret Ways) have been passable enough; a few (River Of Death, Bear Island, The Way To Dusty Death) have been pretty rotten. Caravan To Vaccares is another movie based on one of MacLean's perennially popular bestsellers, but alas this is yet another that deserves adding to the ""rotten"" list. Peopled by uninteresting characters who get into uninteresting situations and escapades, Caravan To Vaccares is an absolute failure, both as a thriller and an entertainment. Its only semi-redeeming qualities are: a) that it is filmed on very attractive Provence locations, and: b) Charlotte Rampling looks utterly ravishing (with fully nude scenes to boot) as the main female character.<br /><br />Disillusioned American drifter Neil Bowman (David Birney) is travelling aimlessly through France when he meets British photographer Lila (Charlotte Rampling). They decide to accompany each other, and during their wanderings make the acquaintance of mysterious nobleman Duc De Croyter (Michel Lonsdale). The Duc persuades the pair to aid him in protecting and escorting Hungarian scientist Zuger (Michael Bryant), who is sought by various shady parties because of some information that he is carrying in his head. Kept secret from Bowman and Lila is the fact that Zuger has discovered a secret formula for using solar power as cheap, economical energy. The Hungarian needs desperately to get his formula to New York, but hired guns have been put on his trail to capture him  presumably so that he can be taken back to some ruthless criminal lord and tortured into revealing his priceless secret, which they can then sell on to the highest bidder. Bowman and Lila find themselves and their terrified fugitive on the run in the French countryside from their deadly adversaries.<br /><br />The film seems terribly cheap and amateurish, almost like an ultra low-budget independent film made by a non-professional cast and crew. Yet a fair sum of money was actually thrown at the film, and all those involved have, at various points in their careers, done much better work. Therefore, one has to assume that the film is bad simply because it has been written, acted and directed with a distinct lack of care and interest. The pacing is deadly slow, and the plot points become so laborious that the viewer has to put in too much unrewarded effort to keep up with the story. Birney's performance is uninvolving, and Rampling only creates a stir due to her nude scenes  the character itself is an absolute bore, and the actress looks rightly bored by it. For those who manage to stick with the film right to the very end, there is an unusual scene featuring some deadly rodeo clowns and a fierce bull (!) which, while not particularly exciting or well executed, is at least different to the norm. Caravan To Vaccares is a very disappointing film in most respects, and once more a strong novel by the prolific author has suffered during its transition onto the screen.",negative
"Have not watched kids films for some years, so I missed ""Here Come the Tigers"" when it first came out. (Never even saw ""Bad News Bears"" even though in the '70s I worked for the guys who arranged financing for that movie, ""Warriors,"" ""Man Who Would Be King,"" and ""Rocky Horror Picture Show,"" among others.) Now I like to check out old or small movies and find people who have gone on to great careers despite being in a less than great movie early on. Just minutes into this movie I could take no more and jumped to the end credits to see if there was a young actor in this movie who had gone on to bigger and better things--at least watching for his/her appearance would create some interest as the plot and acting weren't doing the job. Lo and behold, I spied Wes Craven's name in the credits as an electrical gaffer. He'd already made two or three of his early shockers but had not yet created Freddie Krueger or made the ""Scream"" movies. Maybe he owed a favor and helped out on this pic. More surprising was Fred J. Lincoln in the cast credits as ""Aesop,"" a wacky character in the movie. F.J. Lincoln, from the '70s to just a few years ago, appeared in and produced adult films. He was associated with the adult spoof ""The Ozporns,"" and just that title is funnier than all of ""Tigers"" attempts at humor combined. Let the fact that an adult actor was placed in a kids movie be an indication as to how the people making this movie must have been asleep at the wheel.",negative
They missed up the film when the tried to use some one diffrent. They should of keeped Ralph Macchio as Danny instead of changing it. And made more Karate Kids with him in it.And also many people were woundering what happen to Danny when they jumped from 3 to 5 and no four.,negative
"This is the one major problem with this film, along with a good deal of québecois' biggest movies: Done in a pretentious way by pretentious people.<br /><br />It's really sad, but ""big shots"" movie makers (driving Dodge Stratus...) from this province believes They Got the Thruth, They Know What the Little People Like.<br /><br />We're not a rich province, every time a big movie like this (30 millions?!!?) is made, it's cutting off a lot of others who won't see their movie made because of lack of governmental help. So it generates mediocrity; only movies from ""friends of the family"" are going to be made.<br /><br />I sound angry and I am. I went see Nouvelle-France expecting a journey in the lives of my ancestors, but i found myself stuck in a pool of inconsistencies: french accent (we gotta please our cousins, so f*** our québecois' language)and lack of historical research is only a few. Add a campy love story and the same music score playing again and again and dumb québecois' viewer is gonna open up and ask for more. I'm glad this pretentious piece of s*** didn't do as planned by the Dodge stratus Big Shots... It's gonna help movie makers who aren't in the very restrained ""movie business"" of Québec.<br /><br />Rent Cruising Bar instead and have a real good time.<br /><br />PS: I'll never forgive them for ruining such an awesome title.",negative
"On the back burner for years (so it was reported) this television reunion of two of the most beloved characters in sitcom history started off badly - and went straight downhill from there. Mary Richards (Mary Tyler Moore) and her best friend Rhoda Morgenstern (Valerie Harper) meet in New York after a long estrangement and catch up on each other's lives. What a novel concept! But, sad to relate, nothing worth talking about (let alone making a movie about) has happened to either of them in the intervening years. So, instead, the script contents itself with throwing out one hoary old plot device after another (most having to do with older women in the workplace), while completely missing the quirky charm and sophistication that made the original show a winner. The supporting cast is instantly forgettable, the humor is nonexistent, and the chemistry which Moore and Harper once had together is gone. Moore allegedly stalled this project for years, waiting for ""just the right script"" before committing herself. If this was the one she considered ""right"", what on earth were the ones she turned down like? It's not the age of the characters that does this in (for time inevitably marches on), but the almost complete lack of imagination coupled with a blatant disregard for the elements that made the series work. At one time this was intended as a pilot but, all to obviously, it failed to generate any interest among potential sponsors. Or for that matter, among potential audiences. Quickly and mercifully forgotten, the film is a travesty and an insult to a classic.",negative
"Another direct to video movie from Disney, that is essentially perfect for the kids. The problem with Kronk's New Groove I find is that everything that made the first movie a fun great ride is replaced with a more sad and sombre film. In this movie, Kronk learns a great deal of lessons at many others' expenses. It takes away much time that could be spent at creating a more enjoyable film.<br /><br />Kronk's New Groove deals with two stories: Yzma returns for payback and one Ms. Birdwell hopes to defeat Kronk's camp counseling championship. This all leads up to Kronk confronting his father and his disapproval over his son's direction in life.<br /><br />From Lord of the Rings to Michael Jackson's Thriller, Kronk's New Groove recycles every bit of time that it allows to entertain its viewers. If you loved the original, or are looking forward to the upcoming TV series about Kuzco, I recommend Kronk to his loyal fans.",negative
"Holy crap! What a terrible, terrible Spanish thriller! I've had it for about four years and finally started it the other night. I watched an hour or so before heading to bed. I was pretty intrigued by the whole thing. I finished it last night and couldn't believe where I stopped it the night before. Literally, I stopped it the second before the movie went completely downhill.<br /><br />Like I said, I was pretty intrigued and curious as to where this mystery was going but stopped it right when Simon receives the package in the bar. I picked up when he opens up the package to reveal a laser gun and then plays a ""menacing"" game of laser tag. Whew! Then the big reveal is that the whole thing is a terrorist plot by role playing game nerds. WHEW! You can tell the Spanish industry was definitely behind director Mateo Gil (co-writer of Amenabar's two big previous hits). There is an excellent score and great photography. But this scenario reeks of silliness. How anyone sat through the last 40 minutes with a straight face is beyond me.",negative
"Perhaps I'm just a simple person, but I prefer movies that somehow make me care about the people in them. I couldn't care less about anyone in this movie. This was supposed to be a comedy? Maybe the humor was too subtle for me (all the way down to the nano-level). The thing about it is, it missed on so many things. There were characters that could have been funny, but they weren't. There were characters that you could have liked, but you didn't. For instance, the guy who thought the Beatles ripped off his songs. There was so much potential there, but all he did was talk like a Beatle and complain about how they ripped him off. Haha. And the previous poster talked about the 'I am the Walrus' scene like it was special. What? He played 'I am the Walrus' on an old piano and sang out of tune. Is there an inside joke there? It sure stank at face value. This movie has the feel to me of a movie people say they like because it sounds 'intellectual' or 'hip' to say you like it, that you get the whole metaphysical art/garbage message the artist is expressing. If you want to be entertained, stay away.",negative
"I thought I was going to watch a scary movie.. and ended up laughing all the way throughout the movie. In the scene where the human transformed to a werewolf I thought they was kidding. Todays computer games have ten times better animations. Low budget, is a fitting comment. I would recommend Wolf (1994) with Jack Nicholson for a good werewolf movie. It has good special effects as they should be (human transforming to werewolf). Unless you wish to have good laugh I would not recommend you to watch this movie. This movie is a joke.",negative
"The story of a woman (Ann) on her death bed, her two daughters (Nina and Constance) and her thoughts about her past. The flashbacks are concerning a weekend where young Ann is in the wedding of her friend Lila. At the wedding she meets Harris who will impact her for the rest of her life. Through all the ups and downs of her professional and family life she remembers him as her true love. Her daughter Constance is older, more ""responsible,"" a mother of two and has things together. Nina jumps from boyfriend to boyfriend and job to job and is unsure of her direction in life.<br /><br />First of all the good. The period detail in the movie is great. The dresses, hair, cars, houses, etc. really put you in another time and place. And there is some very quality acting in the movie. Vanessa Redgrave is quite good at portraying the main character and her fragile mental state as her life comes to an end. Claire Danes is beautiful and does a great job as the main character when she was young (and she is an outstanding singer). Hugh Dancy brought a lot of life to the character of Lila's brother Buddy.<br /><br />Now for the bad, which unfortunately is everything else. Things constantly disrupt the story as it is being unfolded for us. The chemistry between young Ann and Buddy is great. They have fun and dance. Then... you are supposed to believe that she doesn't really like him more than a friend and that his pining only annoys her. And I thought the whole, ""he might be gay"" thing was out of the blue and didn't serve a purpose.<br /><br />Then we have Harris. The character acts wooden and creepy. Had this been another genre, you would have known that Harris was the serial killer from the get go. It is an unbelievable stretch to think that all these girls loved him so (but they do portray the other guys as pretty lame to try and help him out).<br /><br />And the grandest problem of all. Why don't Ann and Harris get together? They fall for each other. They have this great night of sex in an old dirty gardener's shack, come home to find out about Buddy's tragic end and then...<br /><br />Nothing.<br /><br />They meet up a few years later and get all misty eyed about each other and I couldn't help but wondering why. WHY? The movie doesn't let you know why they were forced to marry other people and so I had a hard time feeling sorry for them.<br /><br />The part of the story in the present is fairly boring. The cliché good daughter and the cliché bad daughter. Nina changes over the course of the movie but I am not sure why. I'm not sure what convinces her to change her life. There is a ""touching"" scene where the daughters are connecting that coincides with old Ann dreaming she's chasing a butterfly. It is really lame and embarrassing.<br /><br />""There are no mistakes"", Ann advises at us. The statement doesn't ring true with the story. And it doesn't ring true after seeing the movie and wishing they hadn't wasted the talent of such good actors.",negative
"I carefully checked if there's another movie named as this one, and there isn't ! But I really don't think we all saw the same movie ! There's no way ! How can you vote more than ""1"" for this movie ?! The idea of this movie let's say it's acceptable. Oh, and the acting of Dan Gordon (Chris) is quite good. But those are the only two things acceptable in this project. The others are... awful ? It's a very delicate word to describe the acting of the other actors, the directing, the (so said) ""special"" effects, even the way that the crew was filming ! I don't even like the way that the camera operators were moving to record the scenes ! This may be the most miserable film I've ever seen. I really don't remember a movie lower than this one... Maybe there is, but... I don't think so... Ehh, what's done, it's done... That's the movie and there's too late for anyone to change anything. I've voted ""1"", but my realistic vote starts with a ""-"" (minus) in front....",negative
"Being S Club Seven, the film already boosts an ecstatic atmosphere! But seriously, Oprah has a point when claiming: ""Don't go there, girl!"" Spice World suddenly doesn't seem to be all that bad... I take my money elsewhere!",negative
"Ever wonder why Pacific Islanders seem to automatically assume the sense of humour of Black Americans? regardless of their ethnic origins? Well this film will not provide any answers to this often pondered question - but it will provide an excellent case study.<br /><br />From its onset this film acts as a sort of ""Old School"" for Pacific Island New Zealanders, which immediately raises the question what exactly is the point of such a task. Is it meant to perpetuate ingrained stereotypes of Pacific Island New Zealanders? or is it intended to exploit this potential market? The story is weak, jokes humorless, and the ending is expected. This film has done nothing for New Zealand cinema, as it is merely an appropriated romantic comedy that is devoid of any merit.",negative
".... may seem far fetched.... but there really was a real life story.. of a man who had an affair with a woman, who found out where he and his new wife were staying,, and she killed the wife,, making it look like a murder rape.......<br /><br />in her delusion she had told everyone that the man had asked her to marry him.. so she quit her job in Wisconsin... and moved to Minnesota..........<br /><br />last I heard she was in a mental institution, Security Prison....<br /><br />she was still wearing the ""engagement ring."" that she has purchased for herself... and had told everyone that he had bought it for her.<br /><br />The events took place in a small town in Wisconsin,,,,,,, and the murder happened in Minnesota......<br /><br />There even was a feature story in ""People"" magazine... Spring of 1988, I want to say on Page 39. I remember this as I was in college at the time,, and a colleague of mine had met the individual in the Security Hospital....",negative
"The original Lensman series of novels is a classic of the genre. It's pure adventure SF with some substance (here and there) and I've always wondered why Hollywood hasn't filmed it verbatim because it's just the kind of thing they love: massive explosions, super-weapons, uber-heroics, hero gets the girl, aliens (great CGI potential), good versus evil in the purest form, etc etc. Instead (and bear in mind I'm a Japan-o-phile and anime lover) we get this horrendous kiddies movie that rips the guts out of the story, mixes in Star-Wars (ironic as the latter ripped off the books occasionally) pastiches and dumbs the whole thing down to 'Thundercats' level. To see Kimball Kinnison, the epitome of the Galactic Patrol officer and second stage Lensman portrayed as a small boy is pitiful (etc). I just can't understand why the makers did this because they obviously had the rights to the story and could have made far more money (FAR!) by telling straight. It makes no sense.",negative
